feature_num_1,feature_num_2,feature_num_3,feature_num_4,feature_num_5,feature_int_1,feature_int_2,feature_int_3,feature_cat_1,feature_cat_2
27.134903177389592,74.55623611989114,1.7095757327466423,2.806843058081469,0.41350434570414435,67,1,50,Category_D,Type_X
82.87375091519293,38.29784177918342,2.1855138536229237,7.898718617853177,1.4580132435682034,42,0,50,Category_A,Type_Y
35.67533266935893,61.02903964962481,0.3003967620496739,0.3930991160129018,0.6132752502813941,49,1,40,Category_A,Type_X
28.093450968738075,41.612542474111876,1.8932049117913836,0.6004885105433431,0.0947099045179394,30,1,10,Category_B,Type_X
54.26960831582485,43.095398561384556,0.21665686497506706,4.140356711531011,1.6123874682235189,8,1,10,Category_D,Type_X
14.092422497476264,65.4537454095435,0.5333137027148553,-3.532048472934976,1.1346466410135438,37,0,10,Category_C,Type_X
80.21969807540397,44.2994473056597,0.8170329705069345,-9.261750891561348,0.14806846446974758,85,1,50,Category_B,Type_X
7.455064367977082,43.928069308695605,1.2513822928259408,-5.399083485618843,0.4972862109188148,8,0,10,Category_C,Type_X
98.68869366005173,66.9920704576221,0.030604906472030777,-5.239731762072668,0.1641471304076769,63,1,20,Category_A,Type_X
77.22447692966574,73.96095939832435,0.3432080492469138,-3.2868229944361227,2.078590224625408,11,0,20,Category_B,Type_X
19.87156815341724,59.6703470492635,0.9378185468877577,8.869254660809258,4.006801141756352,58,0,20,Category_D,Type_X
0.5522117123602399,40.17845336564076,0.4421840926682531,6.096855973262958,2.338455351123925,34,1,50,Category_B,Type_Y
81.54614284548342,42.34087251053631,1.4917662413318227,8.71912490410384,2.6888945381795812,39,0,50,Category_C,Type_X
70.68573438476172,51.19872895610056,1.0545537614888427,9.97219180226001,0.5958118166401123,16,0,10,Category_D,Type_Y
72.90071680409874,54.813950928884864,0.26709733764840293,-1.3244199182591103,1.7279366539399834,71,1,40,Category_C,Type_X
77.12703466859458,35.182011347903426,0.15774092658147285,-5.458533666393908,0.9909723658646961,4,0,50,Category_D,Type_X
7.4044651734090365,60.84556909369796,0.9916798917482285,1.2000832251049829,1.2035969312031263,96,1,30,Category_A,Type_Y
35.84657285442726,51.282699944593986,0.5986870486799307,7.622688278962375,2.6049968355760678,46,1,20,Category_A,Type_Y
11.586905952512971,24.264375220428057,0.18507379003724195,-0.6853627797084361,3.2397216662871924,22,1,20,Category_A,Type_Y
86.31034258755935,36.06610276308904,0.39508052301995317,0.10798605144507079,0.6772218326600495,71,0,10,Category_D,Type_Y
62.329812682755794,42.43806989522504,0.36103694122933094,-7.311217881443466,0.24471896429439988,13,0,40,Category_B,Type_Y
33.08980248526492,48.90713466738417,0.11443710840107549,-1.5908901486447782,0.8291082654776489,82,0,20,Category_A,Type_Y
6.355835028602364,78.33918193255994,0.7916623331907408,-2.2601038038284376,0.8031022121209845,42,1,50,Category_D,Type_X
31.09823217156622,53.572569592094425,1.442435741825405,-2.966229942691008,1.329227411730722,34,0,40,Category_D,Type_X
32.518332202674706,37.38842165152062,0.8567652759262836,7.745973398483997,2.3001996383804775,13,1,20,Category_A,Type_X
72.96061783380641,53.309462064607445,1.750375894462657,-8.81397133575334,0.14740343943382242,98,0,10,Category_D,Type_X
63.75574713552131,44.71868378819178,0.13647119213563963,9.442943657946937,0.5112413192704011,29,1,10,Category_D,Type_Y
88.72127425763266,54.87137359300313,0.5720130688312416,-9.83506349453728,0.38140701648902053,47,0,10,Category_A,Type_X
47.22149251619493,58.70851530553422,0.9401099291266543,8.911880278996179,3.493463981087733,69,0,50,Category_B,Type_X
11.959424593830171,68.13845970835908,1.1270165809233492,0.9609500567708711,0.8119058503787172,95,1,10,Category_C,Type_X
71.3244787222995,49.63570256494961,1.1900248851254727,4.0489048880023155,0.5987665021936703,11,0,30,Category_B,Type_Y
76.07850486168974,74.5844079139975,1.3055088909548989,-6.2573430060975355,1.7130950280638977,63,0,50,Category_D,Type_Y
56.127719756949624,63.62033993804287,1.0539156693352745,3.08423078033214,0.5526632849312247,51,1,30,Category_D,Type_X
77.0967179954561,39.38840682781718,0.09896775843233198,7.639153370554652,0.9849200813403044,60,1,10,Category_D,Type_X
49.379559636439076,83.14783498622697,1.188446226581526,-7.210397203326968,6.135374994618129,47,0,40,Category_A,Type_X
52.27328293819941,54.90491769905147,1.2901941544667475,-7.458367754534201,5.967274699236641,4,0,50,Category_C,Type_X
42.75410183585496,37.47313244041647,5.032870831564712,-3.920441817010545,0.6653884170404867,7,1,30,Category_D,Type_X
2.541912674409519,74.79369576845633,1.182088804396948,-6.765482150492037,0.8332997962035091,87,0,50,Category_D,Type_Y
10.789142699330444,81.16666377797667,1.161010368590212,-7.7870830381330585,0.538467304163786,31,0,30,Category_B,Type_Y
3.142918568673425,49.504621044206594,0.7232214934291256,3.566380719705835,0.14574958879776154,81,0,50,Category_D,Type_X
63.64104112637804,42.445246094366055,2.0243695010021536,-5.723467721750184,2.818456360254387,74,1,20,Category_D,Type_Y
31.435598107632668,47.41437563819507,5.755527016469489,3.3402979880397243,11.260962703144143,86,0,30,Category_A,Type_X
50.85706911647028,60.720975912765496,1.5097956306458522,7.238584542316325,0.6418186847743493,30,0,30,Category_B,Type_Y
90.7566473926093,69.16784982545771,0.9480404053061358,3.04049582826001,0.4418460647816173,29,1,50,Category_B,Type_Y
24.929222914887493,58.5573099629536,0.08224619608117643,-7.612658601691981,0.7612093987619918,81,1,40,Category_D,Type_Y
41.038292303562976,51.52584812707655,1.2973283786254328,1.4715514809489,1.0887672009095408,43,1,20,Category_A,Type_X
75.55511385430486,72.47017655456642,1.2329265084742924,-2.1274263157689832,0.3212517773416886,85,0,30,Category_A,Type_Y
22.879816549162246,45.30745290422717,1.4941831715984284,-3.1325812655501046,0.6322448993107795,22,0,10,Category_C,Type_X
7.697990982879299,65.46379007550361,0.13302339413416694,-3.6293706274033566,2.759079898218086,48,1,10,Category_C,Type_X
28.9751452913768,45.67905802473082,1.0605436816058176,8.588644476392911,1.135849278894701,48,1,50,Category_D,Type_Y
16.122128725400444,56.46534437016339,0.35058481924038193,4.850149133554556,3.562227416956942,57,1,40,Category_C,Type_X
92.96976523425731,48.29656152814323,1.4282471756212625,-7.3230242083941,1.4401796357575571,22,0,20,Category_A,Type_Y
80.8120379564417,49.16221726020784,0.2749290115737612,-0.4798904053507247,0.3365807229491343,27,1,30,Category_B,Type_X
63.34037565104234,44.339202238066854,1.151945589255369,-3.635538494921608,0.5621345883443077,87,1,10,Category_C,Type_Y
87.14605901877177,70.17281046771042,0.3495474719418679,9.558766250919163,1.2819880839371758,63,0,30,Category_D,Type_Y
80.36720768991145,39.00610942837197,0.009034985655040026,9.56057945906339,0.3254360589978044,4,0,10,Category_A,Type_X
18.657005888603585,38.896516211769374,1.0033691437644703,-3.6093105133393006,0.2858409525223336,90,1,50,Category_C,Type_Y
89.25589984899777,81.81490348767664,0.12021370589707042,-2.957737677090906,0.3035525449860011,81,1,50,Category_A,Type_Y
53.93422419156507,64.66771346981497,1.0767279261230354,1.9882841427309117,1.6749852978136406,3,1,30,Category_B,Type_Y
80.74401551640625,14.223294519604451,2.598426339252376,-0.41385971344999817,0.6933363698157419,81,1,50,Category_A,Type_X
89.60912999234932,41.52111891184394,3.481733072692455,-5.737982556831172,3.2623298926088626,40,1,20,Category_D,Type_Y
31.800347497186387,22.820159936569187,0.2690868238454491,3.2082433397722276,0.4080276313611961,83,1,50,Category_C,Type_Y
11.005192452767677,35.73963959877118,1.6568085298029571,-3.317427122495231,0.08565734790818166,82,1,20,Category_A,Type_Y
22.793516254194166,2.9222800064894017,0.4362644923213236,3.0743299666433526,0.8774764875611468,28,0,50,Category_B,Type_X
42.71077886262563,47.94515633459086,2.3071662981880916,-2.326369553444005,5.1942644704270355,15,0,30,Category_C,Type_X
81.80147659224932,32.87087271258032,1.5487642030195345,4.004197877125433,1.0351738844944074,51,1,20,Category_C,Type_X
86.07305832563435,50.898578851946574,0.07679650864976496,3.35598941779301,0.25357560822248076,26,1,40,Category_D,Type_X
0.6952130531190703,25.62318111676213,0.5227919250160542,0.1762551184200145,0.19705417339262352,35,0,30,Category_B,Type_X
51.07473025775657,51.2436777975806,0.41145977931368377,4.094799814216616,3.3131583340601987,80,1,20,Category_A,Type_Y
41.7411003148779,43.77625582819509,1.5379595623516737,-0.7806864753596958,0.44599980176203613,15,0,10,Category_B,Type_Y
22.210781047073024,72.52929447782893,0.5281171147161956,-7.677234006997542,4.67297226086573,5,0,10,Category_B,Type_X
11.98653673336828,71.17035292618438,1.1538768189949913,-6.357874933252907,1.9233980680515328,46,1,40,Category_B,Type_Y
33.7615171403628,61.78018404515424,0.9223974791333376,-5.080137316687743,0.4632128022461218,24,1,10,Category_A,Type_Y
94.29097039125192,45.10079329008181,3.7147602553238945,-8.735421435486067,3.2127807657835543,2,1,30,Category_C,Type_X
32.320293202075526,79.7807059289044,2.77715845641443,4.227624412613402,0.396968973690022,59,0,20,Category_B,Type_X
51.87906217433661,26.70447083240269,0.5580911016532668,-2.652195463367633,0.23519575479889127,36,1,30,Category_A,Type_Y
70.30189588951778,28.94662055654506,1.2858273611113515,-8.129534073460054,0.42031729302201504,45,1,50,Category_C,Type_X
36.3629602379294,48.74325350166403,1.7687859567486115,6.399162414511604,2.1570394393437184,95,1,50,Category_D,Type_X
97.17820827209607,83.81057163381678,2.2915042515291257,3.673085689271499,3.120418068008681,94,0,10,Category_A,Type_X
96.24472949421113,46.96491639694869,0.0705665345201747,-0.9555152574459829,0.67298834809484,76,0,40,Category_B,Type_Y
25.178229582536417,47.251321351860774,0.3596490755346249,-5.051493298145315,0.15438414860470084,37,0,40,Category_B,Type_X
49.72485058923854,28.37134465832286,0.3860008335887739,-6.9650821241430645,0.21081665410803146,57,0,50,Category_A,Type_Y
30.087830981676966,64.18894377905568,0.5699494110168081,-0.8325161648987596,0.34381705777618,85,1,40,Category_A,Type_Y
28.484049437746762,64.2976438149403,0.18544412780686967,7.704914860211247,0.27417275481362574,12,1,40,Category_B,Type_Y
3.6886947354532795,61.83612802099865,0.6855875863306408,-6.232093534560601,1.303992062002538,35,0,10,Category_A,Type_X
60.956433397989684,40.56168990728956,1.088308537003522,1.3731845798297577,6.945651947456704,22,1,30,Category_B,Type_Y
50.26790232288615,39.39939847440492,0.6878888701712375,9.23371990444512,2.216161342064654,72,1,30,Category_A,Type_Y
5.147875124998935,30.603166243925443,1.0959950023449125,2.742331495292259,0.32360525815668423,91,0,20,Category_D,Type_Y
27.864646423661142,51.258087526414,0.06875179178246339,-1.2007053968826327,0.4993860846475458,27,0,30,Category_C,Type_Y
90.82658859666537,33.79389006082248,2.087371554945533,4.3274594587781685,0.6069610370852208,7,0,30,Category_D,Type_Y
23.95618906669724,32.33875242126067,2.7980163553490858,6.49155838037413,1.4758205895473677,3,0,10,Category_A,Type_Y
14.48948720912231,43.644639246339864,0.962092354497286,1.8103259577368433,4.812683052877189,4,0,10,Category_D,Type_X
48.9452760277563,42.66265737223676,2.1319228984764136,7.436647179859854,0.6266291507449218,88,0,30,Category_D,Type_Y
98.56504541106007,41.93032206767067,0.14092553823576662,0.2918351875147529,4.658890320201045,8,0,20,Category_C,Type_X
24.20552715115004,56.99666895260392,1.5967631777076121,6.600580044125131,8.19816999827856,45,0,30,Category_A,Type_X
67.21355474058785,51.18571703225419,0.1268658777200129,9.040384808113902,0.7047537229920875,77,1,30,Category_D,Type_X
76.16196153287176,45.67765954233324,0.5242659271825112,0.024869340470342394,0.6868463804128004,73,0,50,Category_D,Type_Y
23.763754399239968,52.74519392467223,0.39129379896019206,2.100034311706505,0.6972443418973736,20,1,20,Category_A,Type_X
72.82163486118596,35.12709438343052,0.8809038614468161,2.189350858996699,1.0644837987914817,84,0,30,Category_C,Type_X
36.77831327192532,51.57917935864517,0.35884090972072413,5.628697271965812,0.6989478844794758,5,0,10,Category_D,Type_Y
63.23058305935795,52.259037392669505,1.0142168117482273,6.459316803548457,2.4209922127047476,46,0,30,Category_B,Type_X
63.35297107608947,27.454297109637793,0.4578968752867755,-9.455413675878786,0.21249617720717345,69,0,40,Category_C,Type_Y
53.57746840747585,64.93540631555543,1.9717744316765964,4.6671912818077566,0.585890659150022,35,0,50,Category_A,Type_Y
9.02897700544083,36.77849442159507,1.0048046194848734,5.676304892604753,1.389820598620475,65,0,50,Category_B,Type_Y
83.5302495589238,51.354646988096526,0.24245163000455683,4.008588789164737,2.387112573106157,15,1,50,Category_B,Type_Y
32.07800649717358,67.46617610802906,0.40966806119655297,4.273913186461922,8.982561293871646,17,0,20,Category_D,Type_X
18.651851039985424,63.88515136570804,1.8800720477878587,-9.171942816314612,0.2755392402641785,76,0,50,Category_D,Type_X
4.077514155476392,50.515000828532536,0.4885420080204958,-1.1592267610218787,0.5209806311646683,46,1,30,Category_A,Type_X
59.08929431882418,44.56251495676897,0.7674377721443546,6.363592994434811,0.10368409265705313,61,1,20,Category_D,Type_Y
67.75643618422824,64.21267862863351,1.0468036445601892,8.680142825902074,0.3296021337034743,43,0,40,Category_C,Type_X
1.6587828927856152,60.1204246671293,0.4274188111762933,-5.410641588561305,0.17051614461214804,79,1,10,Category_B,Type_Y
51.2093058299281,40.72452469933805,0.3481097738989012,1.5838988070559008,0.5937497200878845,78,1,50,Category_C,Type_X
22.649577519793795,38.076595294974645,0.6448426630749738,6.086604791011673,0.7958332558619308,91,0,30,Category_B,Type_Y
64.51727904094498,18.914672274560026,0.24191994478680284,5.048152857183714,1.5991212183656862,22,1,20,Category_A,Type_X
17.436642900499145,52.31047762525381,0.3343692710907763,2.3778023396015833,0.7418564409665575,9,1,30,Category_B,Type_X
69.09377381024659,48.759533824724016,0.06408900515252698,-9.626176234759996,1.5998935254091888,47,0,50,Category_D,Type_X
38.67353463005374,67.04287061963814,0.3623629126214222,4.477716802231317,1.1208352508948551,85,0,10,Category_A,Type_Y
93.67299887367345,55.3858264022055,0.3866984486584306,5.464850065576298,0.35582252214127363,3,1,20,Category_A,Type_Y
13.752094414599325,70.01343791259036,3.265788368018883,4.456990132512699,0.1852083806616991,52,1,30,Category_A,Type_Y
34.10663510502585,39.53953658125744,0.8909369366104979,5.316183229799133,1.79262674571075,31,1,20,Category_B,Type_Y
11.347352124058908,67.07225496451427,1.5482601514664216,-1.3817021464227945,5.188802741988827,13,1,50,Category_C,Type_X
92.46936182785628,42.06625431343017,0.04643904563529432,9.87504291850782,12.621289256510735,2,1,50,Category_D,Type_Y
87.7339353380981,61.66394092688408,0.1126500124988779,5.415738317453178,2.548371942205283,78,0,40,Category_C,Type_X
25.79416277151556,28.118624112039598,1.6848996667206644,1.573600105599711,4.2952734134033665,7,1,40,Category_B,Type_X
65.99840460341791,53.52702949049283,0.9769688457618602,8.683825394932477,1.586387952631432,29,1,50,Category_C,Type_Y
81.72222002012158,20.22968087831135,0.2119341502299102,8.163966789160366,1.3525739213544654,4,1,20,Category_C,Type_Y
55.52008115994623,45.992937710873676,0.5188500768467704,6.291341306685297,1.117396050834483,4,0,30,Category_C,Type_Y
52.965057835600646,56.60530990816871,0.7736470760214094,1.2738983796753267,0.8995958752320068,88,0,30,Category_A,Type_Y
24.18522909004517,42.18547173153357,1.855401298993154,0.54202038293427,1.835058856591849,21,1,20,Category_B,Type_Y
9.310276780589922,34.24343556866049,0.06231378883149719,-3.425841360509585,0.5941656767840848,45,0,10,Category_B,Type_X
89.72157579533267,62.691777039439,0.9081298460919628,-4.982440417921032,0.8629120961140223,28,0,20,Category_D,Type_X
90.04180571633304,48.44805815229615,1.2624353207970815,0.24719033950173142,0.30790429249069867,8,1,50,Category_D,Type_Y
63.31014572732679,42.65644029453993,3.8118093179673362,1.5556352342394764,1.6078962846244247,42,0,50,Category_A,Type_X
33.90297910487007,50.62843881731415,1.645894855440361,-5.109471370823089,0.38323858701702235,17,1,40,Category_B,Type_X
34.92095746126609,89.55003712918383,0.3232779049078189,8.452024873069576,1.0343208114409612,9,1,30,Category_D,Type_X
72.59556788702393,67.30254274672316,1.2364243521732714,1.1454799346863709,1.6495311460802748,61,1,40,Category_D,Type_Y
89.71102599525771,67.4386050228176,1.4408683360153351,0.5301065076429303,1.7965918103196923,84,0,30,Category_A,Type_Y
88.70864242651173,56.53319478488546,1.308354169576149,-1.287232232677196,2.1630268015627276,69,1,20,Category_D,Type_X
77.98755458576238,52.49727908865721,1.7155991260754062,-8.838574085662788,0.8079205737169445,99,1,10,Category_D,Type_Y
64.20316461542878,14.058765675043759,2.3405982881125955,7.6480266891969855,1.6259036920496475,41,1,30,Category_D,Type_X
8.413996499504883,39.81529480305302,0.10361744567550808,-3.660115471139404,0.6146973395577062,29,0,10,Category_D,Type_X
16.162871409461378,42.79138380196288,0.11066774934221245,2.8492066893658894,0.1393350641588108,76,1,10,Category_C,Type_X
89.85541885270793,21.876619039287004,1.5915979391517727,2.148671179400708,1.6994578250303183,54,1,10,Category_A,Type_Y
60.642905965958995,32.6387631467685,0.29085038829653936,1.6897365076905366,1.3478195073009513,32,0,20,Category_A,Type_X
0.9197051616629648,20.287452936160488,0.060324927551205554,0.5142440402316808,2.7547412082662808,95,1,10,Category_C,Type_X
10.147154286603211,49.42514246453941,0.5128763600566687,-6.371203331373438,0.9750283681475566,95,0,10,Category_D,Type_Y
66.35017691080559,62.28148956273224,1.7141148386040146,-4.387885179040689,0.2012588545842041,65,1,50,Category_B,Type_Y
0.5061583846218687,66.60161777936493,0.1353215927214826,0.4837614254060014,0.9124419752045992,43,0,50,Category_D,Type_X
16.080805141749867,56.22176693118862,1.1142599933440474,5.7868490319385195,2.4268171033063224,69,0,30,Category_C,Type_X
54.87337893665861,35.549054882021466,0.0036224148010782194,-1.3602205869916268,1.6096790459734869,76,1,50,Category_D,Type_Y
69.18951976926932,21.01902262220061,0.11623885662874094,-5.9215489390773834,0.8635145142622216,80,0,30,Category_A,Type_X
65.19612595026005,23.64696950897747,0.43209199682407445,-8.241111503891482,0.1894634350587016,16,1,10,Category_D,Type_X
22.42693094605598,30.965261341182522,0.08730481752027029,3.260220069880484,0.35843177105123364,21,1,50,Category_B,Type_X
71.2179221347536,36.66710452946488,1.8701643572020386,-1.533200587576708,1.6116183522257828,33,0,40,Category_A,Type_X
23.724908749680008,47.6037725301262,1.9956189331460528,-7.492582147547163,0.18916092861372305,26,1,20,Category_D,Type_X
32.539969815926774,34.787536728095475,1.4088291861173234,3.489337599739674,0.7274246095748024,3,1,50,Category_D,Type_Y
74.64914051180241,55.084638405023924,0.27770485271341255,-5.848425382912536,1.0391698559493767,23,1,20,Category_B,Type_X
64.96328990472146,46.515897458007906,0.7407568997327595,0.1803209660735412,3.1579944419457684,89,1,50,Category_D,Type_Y
84.9223410494178,50.15818567611539,0.20357198689160205,-3.8762404984627903,1.8487145340822666,54,1,50,Category_C,Type_X
65.76128923003434,67.10375829006807,0.3302812703644081,8.633801288680008,2.6190488901108027,84,0,40,Category_B,Type_Y
56.830860333547164,32.296523986994444,0.7256813065686547,-5.434238674576688,1.3523628530317808,47,1,10,Category_C,Type_Y
9.367476782809248,56.28056867438553,1.3280775617527893,-1.6016295691594316,0.42938085405021836,36,0,30,Category_B,Type_X
36.77158030594335,49.7904015728589,0.09943850806997392,9.189871936560117,0.5413655864036618,35,1,50,Category_A,Type_X
26.520236768172545,44.99770578545457,0.35196704014113384,-3.6254964012336917,0.393505734077896,43,1,50,Category_B,Type_X
24.398964337908357,63.278844812989405,2.6121222381459575,2.8918632602200027,1.8053975952887589,33,0,20,Category_B,Type_Y
97.30105547524455,63.18521231835511,0.5605820607449691,-3.665459125873496,0.4996126309510211,5,1,10,Category_C,Type_X
39.30977246667604,35.80263806017358,2.794747200575139,-7.78650041765502,0.6743538451484499,4,1,50,Category_C,Type_X
89.20465551771133,47.26759124213114,4.756056048884005,2.550944653685857,1.0227460730151947,58,0,50,Category_B,Type_X
63.11386259972629,54.21817523876098,0.7479409652820774,8.320630705706808,5.1619398387110165,52,0,30,Category_A,Type_X
79.48113035416485,45.90489877966123,0.33973918097614714,-0.9487066553181638,1.929254980534413,72,0,10,Category_B,Type_Y
50.26370931051921,58.77531998431697,1.5643536952519714,2.5235308538493424,0.46169377857351207,75,1,10,Category_D,Type_X
57.69038846263591,54.21788026865413,0.1735331706678878,2.1779682651324617,1.1639828985487535,50,0,50,Category_B,Type_Y
49.25176938188639,77.48841860534019,0.29041494959045644,-1.6982059474424815,5.213814619444953,27,1,10,Category_A,Type_X
19.52429877980445,27.045812961053187,1.5365588463228539,2.297932775294612,1.849988325313447,10,0,10,Category_C,Type_Y
